"","Name","Type1","Type2","Region","Legendary","Mythical","Baby","Fossil","Mega","Gmax","Mono-type","Dual-type","Sprite"
"335","zangoose","normal",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png"
"336","seviper","poison",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png"
"337","lunatone","rock","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png"
"338","solrock","rock","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png"
"339","barboach","water","ground","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png"
"340","whiscash","water","ground","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png"
"341","corphish","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png"
"342","crawdaunt","water","dark","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png"
"343","baltoy","ground","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png"
"344","claydol","ground","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png"
"345","lileep","rock","grass","hoenn",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png"
"346","cradily","rock","grass","hoenn",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png"
"347","anorith","rock","bug","hoenn",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png"
"348","armaldo","rock","bug","hoenn",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png"
"349","feebas","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png"
"350","milotic","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png"
"351","castform","normal",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png"
"352","kecleon","normal",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png"
"353","shuppet","ghost",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png"
"354","banette","ghost",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png"
"355","duskull","ghost",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png"
"356","dusclops","ghost",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png"
"357","tropius","grass","flying","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png"
"358","chimecho","psychic",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png"
"359","absol","dark",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png"
"360","wynaut","psychic",NA,"hoenn",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png"
"361","snorunt","ice",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png"
"362","glalie","ice",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png"
"363","spheal","ice","water","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png"
"364","sealeo","ice","water","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png"
"365","walrein","ice","water","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png"
"366","clamperl","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png"
"367","huntail","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png"
"368","gorebyss","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png"
"369","relicanth","water","rock","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png"
"370","luvdisc","water",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png"
"371","bagon","dragon",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png"
"372","shelgon","dragon",NA,"hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png"
"373","salamence","dragon","flying","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png"
"374","beldum","steel","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png"
"375","metang","steel","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png"
"376","metagross","steel","psychic","hoenn",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png"
"377","regirock","rock",NA,"hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png"
"378","regice","ice",NA,"hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png"
"379","registeel","steel",NA,"hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png"
"380","latias","dragon","psychic","hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png"
"381","latios","dragon","psychic","hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png"
"382","kyogre","water",NA,"hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png"
"383","groudon","ground",NA,"hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png"
"384","rayquaza","dragon","flying","hoenn",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png"
"385","jirachi","steel","psychic","hoenn",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png"
"386","deoxys-normal","psychic",NA,"hoenn",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png"
"387","turtwig","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png"
"388","grotle","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png"
"389","torterra","grass","ground","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png"
"390","chimchar","fire",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png"
"391","monferno","fire","fighting","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png"
"392","infernape","fire","fighting","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png"
"393","piplup","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png"
"394","prinplup","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png"
"395","empoleon","water","steel","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png"
"396","starly","normal","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png"
"397","staravia","normal","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png"
"398","staraptor","normal","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png"
"399","bidoof","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png"
"400","bibarel","normal","water","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png"
"401","kricketot","bug",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png"
"402","kricketune","bug",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png"
"403","shinx","electric",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png"
"404","luxio","electric",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png"
"405","luxray","electric",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png"
"406","budew","grass","poison","sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png"
"407","roserade","grass","poison","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png"
"408","cranidos","rock",NA,"sinnoh",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png"
"409","rampardos","rock",NA,"sinnoh",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png"
"410","shieldon","rock","steel","sinnoh",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png"
"411","bastiodon","rock","steel","sinnoh",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png"
"412","burmy","bug",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png"
"413","wormadam-plant","bug","grass","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png"
"414","mothim","bug","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png"
"415","combee","bug","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png"
"416","vespiquen","bug","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png"
"417","pachirisu","electric",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png"
"418","buizel","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png"
"419","floatzel","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png"
"420","cherubi","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png"
"421","cherrim","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png"
"422","shellos","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png"
"423","gastrodon","water","ground","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png"
"424","ambipom","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png"
"425","drifloon","ghost","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png"
"426","drifblim","ghost","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png"
"427","buneary","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png"
"428","lopunny","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png"
"429","mismagius","ghost",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png"
"430","honchkrow","dark","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png"
"431","glameow","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png"
"432","purugly","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png"
"433","chingling","psychic",NA,"sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png"
"434","stunky","poison","dark","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png"
"435","skuntank","poison","dark","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png"
"436","bronzor","steel","psychic","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png"
"437","bronzong","steel","psychic","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png"
"438","bonsly","rock",NA,"sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png"
"439","mime-jr","psychic","fairy","sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png"
"440","happiny","normal",NA,"sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png"
"441","chatot","normal","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png"
"442","spiritomb","ghost","dark","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png"
"443","gible","dragon","ground","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png"
"444","gabite","dragon","ground","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png"
"445","garchomp","dragon","ground","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png"
"446","munchlax","normal",NA,"sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png"
"447","riolu","fighting",NA,"sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png"
"448","lucario","fighting","steel","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png"
"449","hippopotas","ground",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png"
"450","hippowdon","ground",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png"
"451","skorupi","poison","bug","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png"
"452","drapion","poison","dark","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png"
"453","croagunk","poison","fighting","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png"
"454","toxicroak","poison","fighting","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png"
"455","carnivine","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png"
"456","finneon","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png"
"457","lumineon","water",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png"
"458","mantyke","water","flying","sinnoh",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png"
"459","snover","grass","ice","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png"
"460","abomasnow","grass","ice","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png"
"461","weavile","dark","ice","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png"
"462","magnezone","electric","steel","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png"
"463","lickilicky","normal",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png"
"464","rhyperior","ground","rock","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png"
"465","tangrowth","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png"
"466","electivire","electric",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png"
"467","magmortar","fire",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png"
"468","togekiss","fairy","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png"
"469","yanmega","bug","flying","sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png"
"470","leafeon","grass",NA,"sinnoh",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png"
